syllabus_id,year,course_title,subtitle,departments,grade,campus,term_schedule,credits,note,extraction_time,created_at
C200090300,2025,,,,,,,,,2025-06-01 22:47:59,2025-06-01 13:47:59
C200096000,2025,,,,,,,,,2025-06-01 22:49:07,2025-06-01 13:49:07
C202000003,2025,,,,,,,,,2025-06-01 22:50:05,2025-06-01 13:50:06
C202000008,2025,,,,,,,,,2025-06-01 22:50:10,2025-06-01 13:50:10
C202000007,2025,,,,,,,,,2025-06-01 22:50:10,2025-06-01 13:50:10
C202000011,2025,,,,,,,,,2025-06-01 22:51:09,2025-06-01 13:51:09
C202000010,2025,,,,,,,,,2025-06-01 22:51:09,2025-06-01 13:51:09
C202000012,2025,,,,,,,,,2025-06-01 22:51:10,2025-06-01 13:51:10
C202000019,2025,,,,,,,,,2025-06-01 22:53:16,2025-06-01 13:53:16
C202000021,2025,,,,,,,,,2025-06-01 22:53:16,2025-06-01 13:53:16
C202000024,2025,,,,,,,,,2025-06-01 22:53:16,2025-06-01 13:53:16
C203000005,2025,,,,,,,,,2025-06-01 22:54:31,2025-06-01 13:54:31
C203000012,2025,,,,,,,,,2025-06-01 22:54:43,2025-06-01 13:54:43
C203000013,2025,,,,,,,,,2025-06-01 22:54:45,2025-06-01 13:54:45
K250630430,2025,平和学Ｂ,科学技術と戦争,"経済学部,国際学部,政策学部,文学部,心理学部,法学部,経営学部",2年次～4年次,深草,前期　金２(K661),2,"抽選登録科目
【発展教養】融合型科目群
2015年度以降入学生対象
国際学部生は2019年度以降入学生対象
社会学部生は2025年度以降入学生対象",2025-06-01 23:58:52,2025-06-01 14:58:53
K250630450,2025,平和学Ｂ,科学技術と戦争,"経済学部,国際学部,政策学部,文学部,心理学部,法学部,経営学部",2年次～4年次,深草,前期　金４(K661),2,"抽選登録科目
【発展教養】融合型科目群
2015年度以降入学生対象
国際学部生は2019年度以降入学生対象
社会学部生は2025年度以降入学生対象",2025-06-01 23:58:52,2025-06-01 14:58:53
K250630470,2025,確率・統計入門,順列・組合せから推測まで,"経営学部,社会学部,経済学部,政策学部,法学部,文学部,国際学部,心理学部",1年次～4年次,深草,前期　火４(K662),2,"抽選登録科目
【基礎教養】ベーシック教養科目群
2015～2024年度入学生［文・心理・経済・法・政策学部］には基幹科目（教養科目）
2015～2025年度入学生［経営学部］には基幹科目（教養科目）／2025年度入学生［社会学部］には基幹科目（教養科目）
2019年度以降入学生［国際学部］には基幹科目（教養科目）",2025-06-01 23:58:55,2025-06-01 14:58:55
B000002600,2025,応用演習,コーチング（管理行為）が「組織におけるイノベーション」にどういう影響を及ぼすのかを学ぶ,経営学部,3年次～4年次,深草,後期　月６,2,応用演習３年生。２０２４生以前入学生用,2025-06-02 00:01:28,2025-06-01 15:01:28
B000002930,2025,基礎演習,人生100年時代を生き抜くために～金融リテラシー入門～,経営学部,1年次～4年次,深草,後期　水３(B305),2,基礎演習１年生,2025-06-02 00:01:28,2025-06-01 15:01:28
B000002920,2025,基礎演習,アクティブ・ラーニング（能動的学修）を通じて経営学の基礎知識を身につける,経営学部,1年次～4年次,深草,後期　金５,2,基礎演習１年生,2025-06-02 00:01:28,2025-06-01 15:01:28
B000002960,2025,基礎演習,主体的に技術経営・生産管理・国際経営分野の基礎知識を学ぶ,経営学部,1年次～4年次,深草,後期　水３(B308),2,基礎演習１年生,2025-06-02 00:01:29,2025-06-01 15:01:30
B000002940,2025,基礎演習,職業会計人になるための基礎知識を徹底して学ぶ,経営学部,1年次～4年次,深草,後期　水３(B306),2,基礎演習１年生,2025-06-02 00:01:29,2025-06-01 15:01:30
B000002900,2025,基礎演習,チームワークを通じて組織におけるイノベーションの「生み出し方」を体験的・経験的に学修する,経営学部,1年次～4年次,深草,後期　月５,2,基礎演習１年生,2025-06-02 00:01:29,2025-06-01 15:01:30
B000003010,2025,基礎演習,企業会計の仕組みを理解する,経営学部,1年次～4年次,深草,後期　水３(B313),2,基礎演習１年生,2025-06-02 00:01:29,2025-06-01 15:01:30
B000003020,2025,基礎演習,現代リスク社会におけるビジネスの役割について考える,経営学部,1年次～4年次,深草,後期　水３(B314),2,基礎演習１年生,2025-06-02 00:01:29,2025-06-01 15:01:30
B000003030,2025,基礎演習,ICTを活用したマネジメントの基礎,経営学部,1年次～4年次,深草,後期　水３(B315),2,基礎演習１年生,2025-06-02 00:01:54,2025-06-01 15:01:56
B000003040,2025,基礎演習,経営学・会計学を学ぶための企業の見方の研究,経営学部,1年次～4年次,深草,後期　水３(B316),2,基礎演習１年生,2025-06-02 00:01:56,2025-06-01 15:01:59
B000003050,2025,基礎演習,企業のリサーチをしよう,経営学部,1年次～4年次,深草,後期　水３(B317),2,基礎演習１年生,2025-06-02 00:02:00,2025-06-01 15:02:01
B000003070,2025,基礎演習,現代人の「教養」として経営学の基礎を学ぶ,経営学部,1年次～4年次,深草,後期　水３(B318),2,基礎演習１年生,2025-06-02 00:02:01,2025-06-01 15:02:01
B000003080,2025,基礎演習,ライフ・プラン（生活設計）とアセット・ビルディング（資産形成）を学ぶ,経営学部,1年次～4年次,深草,後期　水３(B319),2,基礎演習１年生,2025-06-02 00:02:00,2025-06-01 15:02:01
B000003100,2025,経営組織論,経営組織の基礎を学ぶ,経営学部,1年次～4年次,深草,後期　木２(B305),2,２０２５年以降入学生用（経営学科生のみ）,2025-06-02 00:02:01,2025-06-01 15:02:01
B000003110,2025,経営組織論,（なし）,経営学部,3年次～4年次,深草,後期　木３(B310),2,２０２４年度以前入学生用,2025-06-02 00:02:03,2025-06-01 15:02:05
B000003120,2025,国際比較経営史,ビジネス上の問いかけに、多様な答えをだせるようになろう。,経営学部,3年次～4年次,深草,前期　金１(B202),2,２０２４年度以前入学生用,2025-06-02 00:02:04,2025-06-01 15:02:05
B000003160,2025,実践・デジタルマーケティングの基礎,,経営学部,2年次～4年次,オンライン,後期　火１(B306),2,２０２４年度以前入学生用。オンライン科目,2025-06-02 00:02:24,2025-06-01 15:02:25
B000003180,2025,実践・社会課題発見演習,,経営学部,2年次～4年次,深草,後期　火２(B318),2,２０２４年度以前入学生用,2025-06-02 00:02:29,2025-06-01 15:02:29
B000003190,2025,特講・我が社の経営と京都,,経営学部,3年次～4年次,深草,後期　火４(B310),2,２０２４年度以前入学生用,2025-06-02 00:02:36,2025-06-01 15:02:37
B000003350,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B221),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:02:39,2025-06-01 15:02:39
B000003210,2025,実践・グローバル時代の「多様性と調和」のマネジメント,,経営学部,3年次～4年次,深草,前期　木４(B209),2,２０２４年度以前入学生用,2025-06-02 00:02:39,2025-06-01 15:02:39
B000003340,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B222),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:02:39,2025-06-01 15:02:39
B000003220,2025,特講・映画・文化産業概論,,経営学部,2年次～4年次,深草,後期　火４(B315),2,２０２４年度以前入学生用,2025-06-02 00:02:39,2025-06-01 15:02:41
B000003330,2025,実践ビジネス論Ⅲ,特別留学生・交換留学生向け 企業経営論（経営学とビジネスの接点）,経営学部,2年次～4年次,深草,後期　火３(B313),2,協定留学生科目,2025-06-02 00:02:39,2025-06-01 15:02:41
B000003370,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B220),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:02:52,2025-06-01 15:02:54
B000003400,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B216),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:22
B000003410,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B215),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23
B000003380,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B218),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23
B000003440,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B212),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23
B000003460,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B210),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23
B000003430,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B213),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23
B000003450,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B211),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23
B000003420,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B214),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:24,2025-06-01 15:03:28
B000003470,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B209),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:53,2025-06-01 15:03:54
B000003510,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B206),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:04:01,2025-06-01 15:04:04
B000003480,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B208),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:04:01,2025-06-01 15:04:04
B000003520,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B205),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:04:01,2025-06-01 15:04:04
B000003580,2025,特別演習Ⅰ,財務諸表の理論と分析手法をより深く学ぶ（チーム活動とその報告）,経営学部,2年次～4年次,深草,後期　月４(B304),2,特別演習２年生,2025-06-02 00:04:05,2025-06-01 15:04:08
B000003560,2025,特別演習Ⅰ,自身のキャリアに真摯に向き合い、世の中への貢献を目指す,経営学部,2年次～4年次,深草,後期　金５,2,特別演習２年生,2025-06-02 00:04:06,2025-06-01 15:04:08
B000003570,2025,特別演習Ⅰ,技術経営・生産管理・国際経営分野のテーマを取り扱う,経営学部,2年次～4年次,深草,後期　月４(B303),2,特別演習２年生,2025-06-02 00:04:06,2025-06-01 15:04:08
B000003540,2025,特別演習Ⅰ,チームワークを通じて組織におけるイノベーションの生み出し方を経験を通じて獲得する,経営学部,2年次～4年次,深草,後期　木４,2,特別演習２年生,2025-06-02 00:04:06,2025-06-01 15:04:08
B000003610,2025,特別演習Ⅰ,ビジネスモデルとイノベーションについて学ぶ,経営学部,2年次～4年次,深草,後期　木３(B311),2,特別演習２年生,2025-06-02 00:04:34,2025-06-01 15:04:34
B000003640,2025,企業の国際化,身近な国際経営現象について考える,経営学部,1年次～4年次,深草,前期　月３(B206),2,２０２４年度以前入学生用,2025-06-02 00:04:43,2025-06-01 15:04:46
B000003630,2025,企業と社会,現代社会における企業の役割,経営学部,1年次～4年次,深草,前期　金２(B204),2,"Ｂ２５０００１～Ｂ２５０２０４、２年生以上
２０２５年度以降入学生対象",2025-06-02 00:04:44,2025-06-01 15:04:46
B000003620,2025,企業と社会,現代社会における企業の役割,経営学部,1年次～4年次,深草,前期　火４(B212),2,"Ｂ２５０２０５～（留学生含む）、２年生以上
２０２５年度以降入学生対象",2025-06-02 00:04:44,2025-06-01 15:04:46
B000003651,2025,国際経営入門,身近な国際経営現象について考える,経営学部,1年次～4年次,深草,前期　木３(B213),2,２０２５年度以降入学生用。Ｂ２５０００１～Ｂ２５０２０４、２年生以上,2025-06-02 00:04:48,2025-06-01 15:04:50
B000003660,2025,入門ファイナンス,家計・企業の投資，金融入門,経営学部,1年次～4年次,深草,前期　火４(B213),2,"Ｂ２５０００１～Ｂ２５０２０４、２年生以上
２０２５年度以降入学生用",2025-06-02 00:04:48,2025-06-01 15:04:50
B000003641,2025,企業の国際化,身近な国際経営現象について考える,経営学部,1年次～4年次,深草,前期　木３(B212),2,２０２４年度以前入学生用,2025-06-02 00:04:48,2025-06-01 15:04:50
B000003650,2025,国際経営入門,身近な国際経営現象について考える,経営学部,1年次～4年次,深草,前期　月３(B207),2,２０２５年度以降入学生用。Ｂ２５０２０５～（留学生含む）、２年生以上,2025-06-02 00:04:48,2025-06-01 15:04:50
B000003670,2025,入門ファイナンス,家計・企業の投資，金融入門,経営学部,1年次～4年次,深草,前期　木３(B214),2,"Ｂ２５０２０５～（留学生含む）
２０２５年度以降入学生用",2025-06-02 00:05:14,2025-06-01 15:05:14
B000003682,2025,,,,,,,2,２０２４年度以前入学生用,2025-06-02 00:05:39,2025-06-01 15:05:39
B000003680,2025,経営と情報,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　火１(B207),2,２０２４年度以前入学生用,2025-06-02 00:05:38,2025-06-01 15:05:39
B000003690,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　火１(B208),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０２５５～Ｂ２５０３８０（Ｂ２５２００１～Ｂ２５２０２０留学生含む）,2025-06-02 00:05:39,2025-06-01 15:05:39
B000003692,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　木４(B212),2,２０２５年度以降入学生用（商学科生教職課程履修者用）,2025-06-02 00:05:39,2025-06-01 15:05:39
B000003681,2025,経営と情報,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　月３(B208),2,２０２４年度以前入学生用,2025-06-02 00:05:39,2025-06-01 15:05:39
B000003695,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　火１(B209),2,２０２５年度以降入学生用（商学科生教職課程履修者用）,2025-06-02 00:05:39,2025-06-01 15:05:40
B000003691,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　月３(B209),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０００１～Ｂ２５０１２７,2025-06-02 00:05:39,2025-06-01 15:05:40
B000003693,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　月３(B210),2,２０２５年度以降入学生用（商学科生教職課程履修者用）,2025-06-02 00:05:39,2025-06-01 15:05:40
B000003730,2025,財務諸表分析入門,経営学部の学生として最低限必要な財務諸表の見方に関する知識,経営学部,1年次～4年次,深草,後期　木２(B307),2,２０２５年度以降入学生用（経営学科のみ）Ｂ２５０００１～Ｂ２５０１９０,2025-06-02 00:06:17,2025-06-01 15:06:19
B000003731,2025,財務諸表分析入門,経営学部の学生として最低限必要な財務諸表の見方に関する知識,経営学部,1年次～4年次,深草,後期　木３(B313),2,２０２５年度以降入学生用（経営学科のみ）Ｂ２５０１９１～Ｂ２５０３８０（Ｂ２５２００１～Ｂ２５２０２０留学生含む）,2025-06-02 00:06:18,2025-06-01 15:06:19
B000003720,2025,現代の企業会計,経営学部の学生として最低限必要な財務諸表の見方に関する知識,経営学部,1年次～4年次,深草,後期　木２(B306),2,２０２４年度以前入学生用,2025-06-02 00:06:17,2025-06-01 15:06:19
B000003732,2025,財務諸表分析入門,経営学部の学生として最低限必要な財務諸表の見方に関する知識,経営学部,1年次～4年次,深草,後期　木２(B308),2,２０２５年度以降入学生用（商学科教職課程履修者用）,2025-06-02 00:06:18,2025-06-01 15:06:19
B000003740,2025,コーポレートファイナンス入門,コーポレートファイナンスの全体像とエッセンス,経営学部,1年次～4年次,深草,後期　火４(B316),2,２０２５年以降入学生用（経営学科生のみ）,2025-06-02 00:06:18,2025-06-01 15:06:19
B000003751,2025,経営とコンピュータ利用,,経営学部,1年次～4年次,深草,後期　月２(B305),2,２０２４年度以前入学生用,2025-06-02 00:06:21,2025-06-01 15:06:23
B000003761,2025,経営情報学Ⅱ,,経営学部,1年次～4年次,深草,後期　月２(B306),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０１９１～Ｂ２５０３８０（Ｂ２５２００１～Ｂ２５２０２０留学生含む）,2025-06-02 00:06:21,2025-06-01 15:06:23
B000003762,2025,経営情報学Ⅱ,,経営学部,1年次～4年次,深草,後期　月２(B307),2,２０２５年度以降入学生用（商学科教職課程履修者用）,2025-06-02 00:06:22,2025-06-01 15:06:23
B000003770,2025,経営データ分析Ⅰ,データリテラシー基礎,経営学部,1年次～4年次,深草,後期　木２(B309),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０２８６～Ｂ２５０３８０（Ｂ２５２００１～Ｂ２５２０２０留学生含む）,2025-06-02 00:06:54,2025-06-01 15:06:56
B000003800,2025,経営データ分析Ⅰ,データリテラシー基礎,経営学部,1年次～4年次,深草,後期　月２(B308),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０００１～Ｂ２５００９５,2025-06-02 00:06:58,2025-06-01 15:07:00
B000003790,2025,経営データ分析Ⅰ,データリテラシー基礎,経営学部,1年次～4年次,深草,後期　木４(B313),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５００９６～Ｂ２５０１９０,2025-06-02 00:06:58,2025-06-01 15:07:00
B000003801,2025,経営データ分析Ⅰ,データリテラシー基礎,経営学部,1年次～4年次,深草,後期　月２(B309),2,２０２５年度以降入学生用（商学科教職課程履修者用）,2025-06-02 00:06:59,2025-06-01 15:07:00
B000003830,2025,ベーシックアカウンティングⅠ,企業経営における会計の基本的な仕組みと実社会で活用される会計情報について理解する,経営学部,1年次～4年次,深草,前期　金４(B206),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:02,2025-06-01 15:07:05
B000003850,2025,ビジネスケーススタディＡ,我々の身近にあるビジネスを学ぶ,経営学部,1年次～4年次,深草,前期　月３(B211),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:02,2025-06-01 15:07:05
B000003840,2025,ベーシックマーケティング,マーケティングの考え方に親しむ,経営学部,1年次～4年次,深草,前期　木３(B215),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:02,2025-06-01 15:07:05
B000003860,2025,ビジネスケーススタディＢ,さまざまなビジネスを知る,経営学部,1年次～4年次,深草,前期　火１(B210),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:07,2025-06-01 15:07:09
B000003870,2025,プロジェクト入門,マーケットを開催する,経営学部,1年次～4年次,深草,後期　木２(B315),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:31,2025-06-01 15:07:32
B000004000,2025,,,,,,,,,2025-06-02 00:07:57,2025-06-01 15:07:58
B000003990,2025,ベーシックアカウンティングⅡ,小規模な企業経営における会計と関連する基礎知識,経営学部,1年次～4年次,深草,後期　火３(B314),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00
B000003950,2025,アカデミックスキルズＡ,,経営学部,1年次～4年次,深草,後期　水３(B324),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00
B000003890,2025,プロジェクト入門,マーケットを開催する,経営学部,1年次～4年次,深草,後期　木２(B317),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00
B000003880,2025,プロジェクト入門,マーケットを開催する,経営学部,1年次～4年次,深草,後期　木２(B316),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00
B000003920,2025,アカデミックスキルズＡ,,経営学部,1年次～4年次,深草,後期　水３(B321),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00
B000003910,2025,アカデミックスキルズＡ,,経営学部,1年次～4年次,深草,後期　水３(B320),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00
B000004010,2025,グローバルビジネスの基礎,グローバル化するビジネス,経営学部,1年次～4年次,深草,後期　月３(B307),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:08:00,2025-06-01 15:08:01
B000004020,2025,ワークルール入門,ワークルールを知って「賢く働く」,経営学部,1年次～4年次,深草,後期　木４(B316),2,２０２５年度以降入学生用,2025-06-02 00:08:33,2025-06-01 15:08:34
B000004070,2025,上級外国語Ａ（ドイツ）,,経営学部,2年次～4年次,深草,前期　水４(B203),2,,2025-06-02 00:08:34,2025-06-01 15:08:34
B000004080,2025,上級外国語Ａ（ドイツ）,ドイツ語の基礎の学習とドイツ語圏の文化に触れる,経営学部,2年次～4年次,深草,前期　金１(B204),2,,2025-06-02 00:08:34,2025-06-01 15:08:34
B000004100,2025,上級外国語Ａ（フランス）,フランス語の会話、聞き取り、作文,経営学部,2年次～4年次,深草,前期　水３(B223),2,,2025-06-02 00:08:39,2025-06-01 15:08:41
B000004090,2025,上級外国語Ａ（フランス）,映画で楽しむフランス語,経営学部,2年次～4年次,深草,前期　火３(B219),2,,2025-06-02 00:08:39,2025-06-01 15:08:41
B000004110,2025,上級外国語Ａ（コリア）,,経営学部,2年次～4年次,深草,前期　火２(B220),2,,2025-06-02 00:08:43,2025-06-01 15:08:46
B000004130,2025,上級外国語Ａ（中国）,体感中国,経営学部,2年次～4年次,深草,前期　水３(B224),2,,2025-06-02 00:08:43,2025-06-01 15:08:46
B000004120,2025,上級外国語Ａ（中国）,,経営学部,2年次～4年次,深草,前期　月２(B216),2,,2025-06-02 00:08:43,2025-06-01 15:08:46
B000004140,2025,上級外国語Ｂ（スペイン）,スペイン語での発信力を身に付けよう。,経営学部,2年次～4年次,深草,後期　火２(B320),2,,2025-06-02 00:09:12,2025-06-01 15:09:12
B000004160,2025,上級外国語Ｂ（ドイツ）,ドイツ語の基礎の学習とドイツ語圏の文化に触れる,経営学部,2年次～4年次,深草,後期　金１(B307),2,,2025-06-02 00:09:12,2025-06-01 15:09:12
B000004150,2025,上級外国語Ｂ（ドイツ）,,経営学部,2年次～4年次,深草,後期　水４(B302),2,,2025-06-02 00:09:12,2025-06-01 15:09:12
B000004190,2025,上級外国語Ｂ（コリア）,,経営学部,2年次～4年次,深草,後期　火２(B321),2,,2025-06-02 00:09:19,2025-06-01 15:09:24
B000004180,2025,上級外国語Ｂ（フランス）,フランス語の会話、聞き取り、作文,経営学部,2年次～4年次,深草,後期　水３(B328),2,,2025-06-02 00:09:20,2025-06-01 15:09:24
B000004200,2025,上級外国語Ｂ（中国）,,経営学部,2年次～4年次,深草,後期　月２(B311),2,,2025-06-02 00:09:25,2025-06-01 15:09:27
B000004210,2025,上級外国語Ｂ（中国）,体感中国,経営学部,2年次～4年次,深草,後期　水３(B329),2,,2025-06-02 00:09:25,2025-06-01 15:09:27
B000004220,2025,上級外国語Ｃ（スペイン）,スペイン語セミナーⅠＣ,経営学部,2年次～4年次,深草,前期　火３(B220),2,,2025-06-02 00:09:26,2025-06-01 15:09:27
B000004230,2025,上級外国語Ｃ（ドイツ）,,経営学部,2年次～4年次,深草,前期　月１(B211),2,,2025-06-02 00:09:49,2025-06-01 15:09:49
B000004300,2025,上級外国語Ｄ（フランス）,フランス語を読みフランスを知る（読解・文法復習・和訳）,経営学部,2年次～4年次,深草,後期　水４(B303),2,,2025-06-02 00:10:21,2025-06-01 15:10:22
B000004270,2025,上級外国語Ｃ（中国）,,経営学部,2年次～4年次,深草,前期　木２(B223),2,,2025-06-02 00:10:21,2025-06-01 15:10:22
B000004290,2025,上級外国語Ｄ（ドイツ）,,経営学部,2年次～4年次,深草,後期　月１(B306),2,,2025-06-02 00:10:21,2025-06-01 15:10:22
B000004350,2025,スポーツと経済,,経営学部,3年次～4年次,深草,前期　木１(B204),2,２０２０年度以降入学生対象,2025-06-02 00:10:21,2025-06-01 15:10:22
B000004370,2025,スポーツマネジメント論,,経営学部,3年次～4年次,深草,前期　水２(B226),2,,2025-06-02 00:10:21,2025-06-01 15:10:22
B000004320,2025,上級外国語Ｄ（コリア）,,経営学部,2年次～4年次,深草,後期　木３(B316),2,,2025-06-02 00:10:21,2025-06-01 15:10:22
B000004250,2025,上級外国語Ｃ（フランス）,中級フランス語,経営学部,2年次～4年次,深草,前期　木３(B216),2,,2025-06-02 00:10:21,2025-06-01 15:10:22
C000000100,2025,法学概論,現代日本の法制度,社会学部,2年次～4年次,深草,通年　水１(C104),4,,2025-06-02 00:10:23,2025-06-01 15:10:28
C000000400,2025,日本史概説,,社会学部,2年次～4年次,深草,通年　水２(C110),4,,2025-06-02 00:11:03,2025-06-01 15:11:04
C000000300,2025,経済原論,価格と所得の理論を学ぶ,社会学部,2年次～4年次,深草,通年　水３(C105),4,,2025-06-02 00:11:04,2025-06-01 15:11:10
C000000500,2025,外国史概説,世界の歴史と文化、その成り立ちと関係性,社会学部,2年次～4年次,深草,通年　金４(C107),4,,2025-06-02 00:11:05,2025-06-01 15:11:10
C000001500,2025,教化法,浄土真宗における布教伝道－理論の考究と実践の修得－,社会学部,1年次～4年次,深草,通年　火５(C105),4,本願寺派教師資格課程,2025-06-02 00:11:10,2025-06-01 15:11:12
C000000600,2025,地誌,,社会学部,2年次～4年次,深草,通年　金４(C108),4,,2025-06-02 00:11:10,2025-06-01 15:11:12
C000001300,2025,真宗史,真宗教団史概説,社会学部,1年次～4年次,深草,通年　月５(C101),4,本願寺派教師資格課程,2025-06-02 00:11:10,2025-06-01 15:11:12
C000001200,2025,仏教学概論,仏教の歴史と教理の基礎を学ぶ,社会学部,2年次～4年次,深草,通年　水１(C105),4,本願寺派教師資格課程,2025-06-02 00:11:10,2025-06-01 15:11:12
C000000700,2025,哲学概論,尊厳・自由・共同体,社会学部,2年次～4年次,深草,通年　水１(C106),4,,2025-06-02 00:11:10,2025-06-01 15:11:12
C100000100,2025,社会調査入門,,社会学部,1年次～4年次,深草,前期　月２(C201),2,,2025-06-02 00:11:45,2025-06-01 15:11:46
C100000102,2025,社会調査入門,,社会学部,1年次～4年次,深草,前期　月２(C201),2,,2025-06-02 00:11:47,2025-06-01 15:11:49
C100000400,2025,社会学への招待,社会学の基礎を学ぶ,社会学部,1年次～4年次,深草,前期　水２(C202),2,,2025-06-02 00:11:51,2025-06-01 15:11:53
C100000900,2025,外書講読A,現代社会理論を読む,社会学部,2年次～4年次,深草,前期　木５(C204),2,,2025-06-02 00:11:55,2025-06-01 15:11:57
C100000610,2025,社会学の成立,近代市民社会の反省の学としての社会学の成立,社会学部,1年次～4年次,深草,後期　水２(C305),2,,2025-06-02 00:11:55,2025-06-01 15:11:57
C100000800,2025,社会学の展開,代表的社会学者たちとその理論,社会学部,2年次～4年次,深草,前期　月３(C201),2,,2025-06-02 00:11:55,2025-06-01 15:11:57
C100000410,2025,社会学への招待,社会学の基礎を学ぶ,社会学部,1年次～4年次,深草,前期　水２(C201),2,,2025-06-02 00:11:55,2025-06-01 15:11:57
