ファイル名,科目名,科目コード,開講年度,対象学部,エラータイプ,エラー詳細,正規化後学部名,処理日時
Y000004010.json,理工学のすすめ,Y000004010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.586309
Y000004010.json,理工学のすすめ,Y000004010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:23:20.586326
Y000004010.json,理工学のすすめ,Y000004010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:23:20.586334
Y000004010.json,理工学のすすめ,Y000004010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:23:20.586342
Y000004010.json,理工学のすすめ,Y000004010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:23:20.586349
Y000004010.json,理工学のすすめ,Y000004010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:23:20.586357
Y000004010.json,理工学のすすめ,Y000004010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:23:20.586365
Y000005010.json,ＡＳＥＡＮグローバルプログラム,Y000005010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.588887
Y000005010.json,ＡＳＥＡＮグローバルプログラム,Y000005010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.588914
Y000005010.json,ＡＳＥＡＮグローバルプログラム,Y000005010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:23:20.588922
Y000005010.json,ＡＳＥＡＮグローバルプログラム,Y000005010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:23:20.588930
Y000005010.json,ＡＳＥＡＮグローバルプログラム,Y000005010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:23:20.588937
Y000005010.json,ＡＳＥＡＮグローバルプログラム,Y000005010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:23:20.588944
Y000005010.json,ＡＳＥＡＮグローバルプログラム,Y000005010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:23:20.588951
Y000005010.json,ＡＳＥＡＮグローバルプログラム,Y000005010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:23:20.588957
Y000006010.json,デザインシンキング,Y000006010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.591586
Y000006010.json,デザインシンキング,Y000006010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.591613
Y000006010.json,デザインシンキング,Y000006010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:23:20.591622
Y000006010.json,デザインシンキング,Y000006010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:23:20.591630
Y000006010.json,デザインシンキング,Y000006010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:23:20.591637
Y000006010.json,デザインシンキング,Y000006010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:23:20.591645
Y000006010.json,デザインシンキング,Y000006010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:23:20.591652
Y000006010.json,デザインシンキング,Y000006010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:23:20.591660
Y000007010.json,グローバル人材育成プログラム,Y000007010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.599147
Y000007010.json,グローバル人材育成プログラム,Y000007010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.599176
Y000007010.json,グローバル人材育成プログラム,Y000007010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:23:20.599186
Y000007010.json,グローバル人材育成プログラム,Y000007010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:23:20.599193
Y000007010.json,グローバル人材育成プログラム,Y000007010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:23:20.599201
Y000007010.json,グローバル人材育成プログラム,Y000007010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:23:20.599209
Y000007010.json,グローバル人材育成プログラム,Y000007010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:23:20.599216
Y000007010.json,グローバル人材育成プログラム,Y000007010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:23:20.599223
Y000008010.json,プロジェクトリサーチⅠ,Y000008010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.601693
Y000008010.json,プロジェクトリサーチⅠ,Y000008010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.601720
Y000008010.json,プロジェクトリサーチⅠ,Y000008010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:23:20.601730
Y000008010.json,プロジェクトリサーチⅠ,Y000008010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:23:20.601738
Y000008010.json,プロジェクトリサーチⅠ,Y000008010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:23:20.601746
Y000008010.json,プロジェクトリサーチⅠ,Y000008010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:23:20.601753
Y000008010.json,プロジェクトリサーチⅠ,Y000008010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:23:20.601761
Y000008010.json,プロジェクトリサーチⅠ,Y000008010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:23:20.601767
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.604007
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.604028
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:23:20.604046
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:23:20.604053
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:23:20.604060
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:23:20.604067
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:23:20.604074
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:23:20.604081
Y000010010.json,理工インターンシップ（学外実習）Ⅰ,Y000010010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.606079
Y000010010.json,理工インターンシップ（学外実習）Ⅰ,Y000010010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.606099
Y000010020.json,理工インターンシップ（学外実習）Ⅰ,Y000010020,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.608159
Y000010020.json,理工インターンシップ（学外実習）Ⅰ,Y000010020,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:23:20.608180
Y000010030.json,理工インターンシップ（学外実習）Ⅰ,Y000010030,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.610054
Y000010030.json,理工インターンシップ（学外実習）Ⅰ,Y000010030,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:23:20.610073
Y000010040.json,理工インターンシップ（学外実習）Ⅰ,Y000010040,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.614908
Y000010040.json,理工インターンシップ（学外実習）Ⅰ,Y000010040,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:23:20.614938
Y000010050.json,理工インターンシップ（学外実習）Ⅰ,Y000010050,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.629773
Y000010050.json,理工インターンシップ（学外実習）Ⅰ,Y000010050,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:23:20.629801
Y000010060.json,理工インターンシップ（学外実習）Ⅰ,Y000010060,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.632439
Y000010060.json,理工インターンシップ（学外実習）Ⅰ,Y000010060,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:23:20.632466
Y000010060.json,理工インターンシップ（学外実習）Ⅰ,Y000010060,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:23:20.632475
Y000011010.json,理工インターンシップ（学外実習）Ⅱ,Y000011010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.634705
Y000011010.json,理工インターンシップ（学外実習）Ⅱ,Y000011010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.634727
Y000011020.json,理工インターンシップ（学外実習）Ⅱ,Y000011020,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.636830
Y000011020.json,理工インターンシップ（学外実習）Ⅱ,Y000011020,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:23:20.636849
Y000011030.json,理工インターンシップ（学外実習）Ⅱ,Y000011030,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.645472
Y000011030.json,理工インターンシップ（学外実習）Ⅱ,Y000011030,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:23:20.645502
Y000011040.json,理工インターンシップ（学外実習）Ⅱ,Y000011040,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.663683
Y000011040.json,理工インターンシップ（学外実習）Ⅱ,Y000011040,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:23:20.663709
Y000011050.json,理工インターンシップ（学外実習）Ⅱ,Y000011050,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.666502
Y000011050.json,理工インターンシップ（学外実習）Ⅱ,Y000011050,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:23:20.666528
Y000011060.json,理工インターンシップ（学外実習）Ⅱ,Y000011060,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.668907
Y000011060.json,理工インターンシップ（学外実習）Ⅱ,Y000011060,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:23:20.668930
Y000011060.json,理工インターンシップ（学外実習）Ⅱ,Y000011060,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:23:20.668938
Y001001010.json,プログラミング及び実習Ⅰ,Y001001010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.671184
Y001001010.json,プログラミング及び実習Ⅰ,Y001001010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.671205
Y001002010.json,数理情報基礎演習Ａ,Y001002010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.673444
Y001002010.json,数理情報基礎演習Ａ,Y001002010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.673469
Y001003010.json,微積分及び演習Ⅰ,Y001003010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.675738
Y001003010.json,微積分及び演習Ⅰ,Y001003010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.675766
Y001004010.json,線形代数及び演習Ⅰ,Y001004010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.678499
Y001004010.json,線形代数及び演習Ⅰ,Y001004010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.678526
Y001005010.json,数理情報基礎演習Ｂ,Y001005010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.693940
Y001005010.json,数理情報基礎演習Ｂ,Y001005010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.693967
Y001006010.json,微積分及び演習Ⅱ,Y001006010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.697228
Y001006010.json,微積分及び演習Ⅱ,Y001006010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.697259
Y001007010.json,線形代数及び演習Ⅱ,Y001007010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.700247
Y001007010.json,線形代数及び演習Ⅱ,Y001007010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.700277
Y001008010.json,データ分析,Y001008010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.703076
Y001008010.json,データ分析,Y001008010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.703106
Y001009010.json,プログラミング及び実習Ⅱ,Y001009010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.706044
Y001009010.json,プログラミング及び実習Ⅱ,Y001009010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.706076
Y001010010.json,情報処理システムⅠ,Y001010010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.710879
Y001010010.json,情報処理システムⅠ,Y001010010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.710907
Y001011010.json,微分方程式Ⅰ,Y001011010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.714911
Y001011010.json,微分方程式Ⅰ,Y001011010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.714940
Y001012010.json,物理と微分方程式及び演習,Y001012010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.721032
Y001012010.json,物理と微分方程式及び演習,Y001012010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.721061
Y001013010.json,確率統計Ⅰ,Y001013010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.724193
Y001013010.json,確率統計Ⅰ,Y001013010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.724216
Y001014010.json,数値計算法及び演習,Y001014010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.729748
Y001014010.json,数値計算法及び演習,Y001014010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.729775
Y001015010.json,プログラミング及び実習Ⅲ,Y001015010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.732265
Y001015010.json,プログラミング及び実習Ⅲ,Y001015010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.732285
Y001016010.json,情報処理システムⅡ,Y001016010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.734495
Y001016010.json,情報処理システムⅡ,Y001016010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.734516
Y001017010.json,プロジェクト演習,Y001017010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.736997
Y001017010.json,プロジェクト演習,Y001017010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.737017
Y001018010.json,フーリエ解析及び演習,Y001018010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.739321
Y001018010.json,フーリエ解析及び演習,Y001018010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:23:20.739361
Y001019010.json,アルゴリズム及び演習Ⅰ,Y001019010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:23:20.741882
