エラータイプ,エラー内容
処理エラー,科目コード Y004039010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004040010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004041010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004042010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004043010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004044010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004045010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004046010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004047010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004048010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004049010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004050010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004051010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004052010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004053010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004054010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004055010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004056010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004057010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004057020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004058010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004059010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004060010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004061010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004062010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004063010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004064010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004065010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004066010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004067010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004068010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004069010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004070010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004071010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004072010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004073010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004074010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004075010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004076010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004077010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004078010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004079010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004080010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004081010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004082010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004083010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004084010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004085010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004086010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004087010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004088010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089030: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089040: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089070: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089080: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089100: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004089140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090260: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090270: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090290: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090300: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090310: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090320: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090330: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090340: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090350: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090360: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090370: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004090380: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091260: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091300: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091320: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091330: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091340: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091350: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091360: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091370: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091380: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091390: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091400: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004091410: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004092010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004093010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005008010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005010010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005011010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005012010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005013010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005014010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005015010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005016010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005017010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005018010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005019010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005020010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005021010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005022010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005023010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005024010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005025010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005026010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005027010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005028010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005029010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005030010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005031010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005032010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005033010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005034010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005035010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005036010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005037010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005038010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005039010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005040010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005041010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005042010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005043010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005044010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005045010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005046010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005047010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005048010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005049010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005050010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005051010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005052010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005053010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005054010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005055010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005056010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005057010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005058010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005059010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005060010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005061010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005062010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005063010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005064010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005065010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005066010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005067010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005068010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005069010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005070010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005071010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005072010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005073010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005074010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005075010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005076010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005077010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005078010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079040: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079070: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079080: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079100: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080390: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080400: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080420: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080430: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080440: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080450: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080460: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080470: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080480: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080490: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080500: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080700: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081040: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081070: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081080: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081100: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082420: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082430: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082450: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082460: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082470: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082480: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082490: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082500: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082510: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082520: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082530: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082540: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006008010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006010010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006011010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006012010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006013010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006014010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006015010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006016010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006017010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006018010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006019010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006020010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006022010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006023010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006024010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006025010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006026010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006027010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006028010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006029010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006030010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006031010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006032010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006033010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006034010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006036010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006037010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006038010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006039010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006040010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006041010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006042010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006044010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006045010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006046010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006047010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006048010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006049010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006050010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006051010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006052010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006053010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006054010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006055010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006056010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006057010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006058010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006059010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006060010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006061010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006062010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006063011: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006064010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006065010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006066010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006067010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006069010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006070010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006072010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006073010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074030: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075030: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076030: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077660: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077670: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077680: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077700: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077710: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077740: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077780: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077790: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077800: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077810: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077820: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009003020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z008010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000100: エラーが発生しました: cannot unpack non-iterable bool object
