エラータイプ,エラー内容
処理エラー,科目コード Y003063010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003064010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003065010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003067010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069030: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069040: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069070: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069080: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069100: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003069170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070180: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070190: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070200: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070210: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070220: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070230: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070240: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070260: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070280: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070290: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003070300: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071190: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071200: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071210: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071220: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071230: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071240: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071250: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071520: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071530: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003071550: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072180: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072190: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072200: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072210: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072220: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072230: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072240: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072270: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072280: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072290: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003072300: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004008010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004010010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004011010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004012010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004013010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004014010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004015010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004016010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004017010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004018010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004019010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004020010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004021010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004022010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004023010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004024010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004025010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004026010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004027010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004028010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004029010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004030010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004031010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004032010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004033010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004034010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004035010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004036010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004037010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004038010: エラーが発生しました: cannot unpack non-iterable bool object
