エラータイプ,エラー内容
処理エラー,科目コード Y730000144: エラーが発生しました: 'NoneType' object has no attribute 'get'
処理エラー,科目コード Y730000162: エラーが発生しました: 'NoneType' object has no attribute 'get'
処理エラー,科目コード Y730000163: エラーが発生しました: 'NoneType' object has no attribute 'get'
処理エラー,科目コード Y750000650: エラーが発生しました: 'NoneType' object has no attribute 'get'
処理エラー,科目コード Y750000651: エラーが発生しました: 'NoneType' object has no attribute 'get'
