ファイル名,行番号,科目名,学部課程,年度,属性名,属性値,エラータイプ,エラー詳細,正規化後科目名,処理日時
機械_2025.csv,59,先端理工インタ-ンシップI,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工インタ-ンシップI (正規化後: 先端理工インタ-ンシップI),先端理工インタ-ンシップI,2025-07-04T18:12:02.613415
機械_2025.csv,60,先端理工キャリア実習II,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工キャリア実習II (正規化後: 先端理工キャリア実習II),先端理工キャリア実習II,2025-07-04T18:12:02.615582
機械_2025.csv,61,先端理工インタ-ンシップII,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工インタ-ンシップII (正規化後: 先端理工インタ-ンシップII),先端理工インタ-ンシップII,2025-07-04T18:12:02.617757
機械_2025.csv,63,弾性構造力学,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 弾性構造力学 (正規化後: 弾性構造力学),弾性構造力学,2025-07-04T18:12:02.628488
機械_2025.csv,65,熱工学,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 熱工学 (正規化後: 熱工学),熱工学,2025-07-04T18:12:02.643602
機械_2025.csv,66,制御系設計論,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 制御系設計論 (正規化後: 制御系設計論),制御系設計論,2025-07-04T18:12:02.645918
機械_2025.csv,67,計算力学実習,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 計算力学実習 (正規化後: 計算力学実習),計算力学実習,2025-07-04T18:12:02.648726
機械_2025.csv,68,メカトロニクス,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: メカトロニクス (正規化後: メカトロニクス),メカトロニクス,2025-07-04T18:12:02.650696
機械_2025.csv,79,材料強度学,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 材料強度学 (正規化後: 材料強度学),材料強度学,2025-07-04T18:12:02.748764
機械_2025.csv,80,伝熱工学,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: 伝熱工学 (正規化後: 伝熱工学),伝熱工学,2025-07-04T18:12:02.752035
機械_2025.csv,81,システム工学,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: システム工学 (正規化後: システム工学),システム工学,2025-07-04T18:12:02.754364
機械_2025.csv,82,ロボット工学,機械工学·ロボティクス課程,2025,,,科目名ID未取得,科目名が見つかりません: ロボット工学 (正規化後: ロボット工学),ロボット工学,2025-07-04T18:12:02.756812
環境_2025.csv,2,環境実験IA,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 環境実験IA (正規化後: 環境実験IA),環境実験IA,2025-07-04T18:12:02.863869
環境_2025.csv,4,キャリア実習·実習指導,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: キャリア実習·実習指導 (正規化後: キャリア実習·実習指導),キャリア実習·実習指導,2025-07-04T18:12:02.878500
環境_2025.csv,7,ASEAN グロ-バルプログラム,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: ASEAN グロ-バルプログラム (正規化後: ASEAN グロ-バルプログラム),ASEAN グロ-バルプログラム,2025-07-04T18:12:02.899045
環境_2025.csv,10,プロジェクトリサ-チ I,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: プロジェクトリサ-チ I (正規化後: プロジェクトリサ-チ I),プロジェクトリサ-チ I,2025-07-04T18:12:02.919324
環境_2025.csv,11,プロジェクトリサ-チ II,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: プロジェクトリサ-チ II (正規化後: プロジェクトリサ-チ II),プロジェクトリサ-チ II,2025-07-04T18:12:02.921339
環境_2025.csv,12,先端理工キャリア実習 I,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工キャリア実習 I (正規化後: 先端理工キャリア実習 I),先端理工キャリア実習 I,2025-07-04T18:12:02.923648
環境_2025.csv,13,先端理工インタ-ンシップ I,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工インタ-ンシップ I (正規化後: 先端理工インタ-ンシップ I),先端理工インタ-ンシップ I,2025-07-04T18:12:02.926028
環境_2025.csv,14,先端理工キャリア実習 II,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工キャリア実習 II (正規化後: 先端理工キャリア実習 II),先端理工キャリア実習 II,2025-07-04T18:12:02.928614
環境_2025.csv,15,先端理工インタ-ンシップ II,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工インタ-ンシップ II (正規化後: 先端理工インタ-ンシップ II),先端理工インタ-ンシップ II,2025-07-04T18:12:02.931531
環境_2025.csv,21,生態学概論 I,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 生態学概論 I (正規化後: 生態学概論 I),生態学概論 I,2025-07-04T18:12:02.980296
環境_2025.csv,22,生態学概論 II,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 生態学概論 II (正規化後: 生態学概論 II),生態学概論 II,2025-07-04T18:12:02.982431
環境_2025.csv,23,地域環境概論 A,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 地域環境概論 A (正規化後: 地域環境概論 A),地域環境概論 A,2025-07-04T18:12:02.984617
環境_2025.csv,24,地域環境概論 B,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 地域環境概論 B (正規化後: 地域環境概論 B),地域環境概論 B,2025-07-04T18:12:02.986801
環境_2025.csv,25,地球環境概論 A,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 地球環境概論 A (正規化後: 地球環境概論 A),地球環境概論 A,2025-07-04T18:12:02.989371
環境_2025.csv,26,地球環境概論 B,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 地球環境概論 B (正規化後: 地球環境概論 B),地球環境概論 B,2025-07-04T18:12:02.992179
環境_2025.csv,32,クラウドコンピュ-ティング演習,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: クラウドコンピュ-ティング演習 (正規化後: クラウドコンピュ-ティング演習),クラウドコンピュ-ティング演習,2025-07-04T18:12:03.037796
環境_2025.csv,36,環境実習 IIA,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 環境実習 IIA (正規化後: 環境実習 IIA),環境実習 IIA,2025-07-04T18:12:03.068367
環境_2025.csv,37,環境実習 IIIA,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 環境実習 IIIA (正規化後: 環境実習 IIIA),環境実習 IIIA,2025-07-04T18:12:03.070239
環境_2025.csv,41,大気環境科学課程,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 大気環境科学課程 (正規化後: 大気環境科学課程),大気環境科学課程,2025-07-04T18:12:03.108741
環境_2025.csv,45,セミナ- I,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: セミナ- I (正規化後: セミナ- I),セミナ- I,2025-07-04T18:12:03.138935
環境_2025.csv,46,セミナ- II,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: セミナ- II (正規化後: セミナ- II),セミナ- II,2025-07-04T18:12:03.142022
環境_2025.csv,47,セミナ- III,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: セミナ- III (正規化後: セミナ- III),セミナ- III,2025-07-04T18:12:03.144220
環境_2025.csv,48,SDGs 概論,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: SDGs 概論 (正規化後: SDGs 概論),SDGs 概論,2025-07-04T18:12:03.146245
環境_2025.csv,51,水環境科学課程,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 水環境科学課程 (正規化後: 水環境科学課程),水環境科学課程,2025-07-04T18:12:03.172579
環境_2025.csv,52,化学工学 I,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 化学工学 I (正規化後: 化学工学 I),化学工学 I,2025-07-04T18:12:03.175580
環境_2025.csv,53,化学工学 II,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 化学工学 II (正規化後: 化学工学 II),化学工学 II,2025-07-04T18:12:03.177537
環境_2025.csv,76,土木工学 I,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 土木工学 I (正規化後: 土木工学 I),土木工学 I,2025-07-04T18:12:03.424375
環境_2025.csv,77,土木工学 II,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 土木工学 II (正規化後: 土木工学 II),土木工学 II,2025-07-04T18:12:03.427852
環境_2025.csv,78,燃焼工学,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 燃焼工学 (正規化後: 燃焼工学),燃焼工学,2025-07-04T18:12:03.430885
環境_2025.csv,79,廃棄物管理学 I,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 廃棄物管理学 I (正規化後: 廃棄物管理学 I),廃棄物管理学 I,2025-07-04T18:12:03.433471
環境_2025.csv,80,廃棄物管理学 II,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 廃棄物管理学 II (正規化後: 廃棄物管理学 II),廃棄物管理学 II,2025-07-04T18:12:03.437214
環境_2025.csv,89,景観生態学,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 景観生態学 (正規化後: 景観生態学),景観生態学,2025-07-04T18:12:03.567983
環境_2025.csv,95,廃棄物処理施設設計,環境科学課程,2025,,,科目名ID未取得,科目名が見つかりません: 廃棄物処理施設設計 (正規化後: 廃棄物処理施設設計),廃棄物処理施設設計,2025-07-04T18:12:03.646509
知能_2025.csv,6,キャリア実習·実習指導,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: キャリア実習·実習指導 (正規化後: キャリア実習·実習指導),キャリア実習·実習指導,2025-07-04T18:12:03.818139
知能_2025.csv,7,ASEAN グロ-バルプログラム,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: ASEAN グロ-バルプログラム (正規化後: ASEAN グロ-バルプログラム),ASEAN グロ-バルプログラム,2025-07-04T18:12:03.820420
知能_2025.csv,11,先端理工キャリア実習I,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工キャリア実習I (正規化後: 先端理工キャリア実習I),先端理工キャリア実習I,2025-07-04T18:12:03.845712
知能_2025.csv,12,先端理工インタ-ンシップI,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工インタ-ンシップI (正規化後: 先端理工インタ-ンシップI),先端理工インタ-ンシップI,2025-07-04T18:12:03.848557
知能_2025.csv,13,先端理工キャリア実習II,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工キャリア実習II (正規化後: 先端理工キャリア実習II),先端理工キャリア実習II,2025-07-04T18:12:03.851622
知能_2025.csv,14,先端理工インタ-ンシップII,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工インタ-ンシップII (正規化後: 先端理工インタ-ンシップII),先端理工インタ-ンシップII,2025-07-04T18:12:03.854188
知能_2025.csv,36,クラウドコンピュ-ティング演習,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: クラウドコンピュ-ティング演習 (正規化後: クラウドコンピュ-ティング演習),クラウドコンピュ-ティング演習,2025-07-04T18:12:04.015606
知能_2025.csv,40,知能情報メディア課程演習,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: 知能情報メディア課程演習 (正規化後: 知能情報メディア課程演習),知能情報メディア課程演習,2025-07-04T18:12:04.047892
知能_2025.csv,54,知能情報メディア課程セミナ-,知能情報メディア課程,2025,,,科目名ID未取得,科目名が見つかりません: 知能情報メディア課程セミナ- (正規化後: 知能情報メディア課程セミナ-),知能情報メディア課程セミナ-,2025-07-04T18:12:04.193905
電子_2025.csv,4,キャリア実習·実習指導,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: キャリア実習·実習指導 (正規化後: キャリア実習·実習指導),キャリア実習·実習指導,2025-07-04T18:12:04.320974
電子_2025.csv,7,クラウドコンピュ-ティング演習,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: クラウドコンピュ-ティング演習 (正規化後: クラウドコンピュ-ティング演習),クラウドコンピュ-ティング演習,2025-07-04T18:12:04.338819
電子_2025.csv,12,先端理工キャリア実習I,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工キャリア実習I (正規化後: 先端理工キャリア実習I),先端理工キャリア実習I,2025-07-04T18:12:04.368152
電子_2025.csv,13,先端理工インタ-ンシップI,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工インタ-ンシップI (正規化後: 先端理工インタ-ンシップI),先端理工インタ-ンシップI,2025-07-04T18:12:04.370604
電子_2025.csv,14,先端理工キャリア実習II,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工キャリア実習II (正規化後: 先端理工キャリア実習II),先端理工キャリア実習II,2025-07-04T18:12:04.372980
電子_2025.csv,15,先端理工インタ-ンシップII,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 先端理工インタ-ンシップII (正規化後: 先端理工インタ-ンシップII),先端理工インタ-ンシップII,2025-07-04T18:12:04.375402
電子_2025.csv,38,電子情報通信課程実験I,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 電子情報通信課程実験I (正規化後: 電子情報通信課程実験I),電子情報通信課程実験I,2025-07-04T18:12:04.524388
電子_2025.csv,48,電子情報通信課程実験II,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 電子情報通信課程実験II (正規化後: 電子情報通信課程実験II),電子情報通信課程実験II,2025-07-04T18:12:04.593350
電子_2025.csv,66,情報セキュリティ,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 情報セキュリティ (正規化後: 情報セキュリティ),情報セキュリティ,2025-07-04T18:12:04.800774
電子_2025.csv,76,量子力学[隔年開講],電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 量子力学 (正規化後: 量子力学),量子力学,2025-07-04T18:12:04.907552
電子_2025.csv,84,計算機ア-キテクチャ,電子情報通信課程,2025,,,科目名ID未取得,科目名が見つかりません: 計算機ア-キテクチャ (正規化後: 計算機ア-キテクチャ),計算機ア-キテクチャ,2025-07-04T18:12:04.982608
