"{projectルートからのシラバスjsonのpath}", "ISBN", "error message", "time"
"src/syllabus/2025/json/Y730000127.json", "9784627675573", "不正ISBN: cd違反", "2025-06-19 15:52:02"
"src/syllabus/2025/json/Y730000130.json", "456306713", "不正ISBN: 桁数違反", "2025-06-19 15:52:03"
"src/syllabus/2025/json/Y730000131.json", "456306713", "不正ISBN: 桁数違反", "2025-06-19 15:52:03"
"src/syllabus/2025/json/Y730000142.json", "563034908", "不正ISBN: 桁数違反", "2025-06-19 15:52:08"
"src/syllabus/2025/json/Y740000111.json", "480790484", "不正ISBN: 桁数違反", "2025-06-19 15:52:08"
"src/syllabus/2025/json/Y740000111.json", "480790485", "不正ISBN: 桁数違反", "2025-06-19 15:52:08"
"src/syllabus/2025/json/Y740000131.json", "480790485", "不正ISBN: 桁数違反", "2025-06-19 15:52:10"
"src/syllabus/2025/json/Y740000132.json", "480790485", "不正ISBN: 桁数違反", "2025-06-19 15:52:10"
"src/syllabus/2025/json/Y740000134.json", "476934130", "不正ISBN: 桁数違反", "2025-06-19 15:52:12"
"src/syllabus/2025/json/Y740000134.json", "784061568020", "不正ISBN: 桁数違反", "2025-06-19 15:52:12"
"src/syllabus/2025/json/Y750000131.json", "9784873119458", "問題レコード: 書籍名類似度低 - シラバス書籍名「インタフェースデザインの心理学 第2版」、CiNii書籍名「ウェブやアプリに新たな視点をもたらす100の指針」", "2025-06-19 15:52:15"
