"{projectルートからのシラバスjsonのpath}", "ISBN", "error message", "time"
"src/syllabus/2025/json/Y000006010.json", "9784152098931", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:53"
"src/syllabus/2025/json/Y000006010.json", "9784295007326", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001001010.json", "9784815609795", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001001010.json", "9784320026926", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001003010.json", "9784320017139", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001003010.json", "9784320017146", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001004010.json", "9784489024122", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001004010.json", "9784410154621", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001004010.json", "9784489022227", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001006010.json", "9784785312084", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001008010.json", "9784274065705", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001008010.json", "9784274066146", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001010010.json", "9784781914091", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001010010.json", "9784339018431", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001011010.json", "9784320110366", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001011010.json", "9784254115871", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001013010.json", "9784320115651", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001013010.json", "9784758121217", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001013010.json", "9784130420655", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001014010.json", "9784896411942", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001016010.json", "9784894715370", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001016010.json", "9784781908601", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001016010.json", "9784274221569", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001018010.json", "4489021178", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001019010.json", "4785630787", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001019010.json", "4000103431", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
"src/syllabus/2025/json/Y001022010.json", "9784254111460", "不正CiNii データ: Null検知 - タイトル, 著者が空", "2025-06-20 12:11:54"
