ファイル名,科目名,科目コード,開講年度,対象学部,エラータイプ,エラー詳細,正規化後学部名,処理日時
Y003025010.json,アルゴリズムとデータ構造Ⅰ・演習,Y003025010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.120913
Y003025010.json,アルゴリズムとデータ構造Ⅰ・演習,Y003025010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.120940
Y003025010.json,アルゴリズムとデータ構造Ⅰ・演習,Y003025010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.120982
Y003025010.json,アルゴリズムとデータ構造Ⅰ・演習,Y003025010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.120993
Y003025010.json,アルゴリズムとデータ構造Ⅰ・演習,Y003025010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.121002
Y003025010.json,アルゴリズムとデータ構造Ⅰ・演習,Y003025010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.121009
Y003025010.json,アルゴリズムとデータ構造Ⅰ・演習,Y003025010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.121017
Y003025010.json,アルゴリズムとデータ構造Ⅰ・演習,Y003025010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.121024
Y003026010.json,ベクトル解析Ⅱ・演習,Y003026010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.130073
Y003026010.json,ベクトル解析Ⅱ・演習,Y003026010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.130104
Y003027010.json,フーリエ解析,Y003027010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.136597
Y003027010.json,フーリエ解析,Y003027010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.136621
Y003028010.json,電子回路応用・演習,Y003028010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.143763
Y003028010.json,電子回路応用・演習,Y003028010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.143790
Y003029010.json,電磁気学応用・演習,Y003029010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.150187
Y003029010.json,電磁気学応用・演習,Y003029010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.150210
Y003030010.json,通信工学基礎,Y003030010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.157136
Y003030010.json,通信工学基礎,Y003030010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.157162
Y003031010.json,アルゴリズムとデータ構造Ⅱ・演習,Y003031010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.163412
Y003031010.json,アルゴリズムとデータ構造Ⅱ・演習,Y003031010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.163446
Y003031010.json,アルゴリズムとデータ構造Ⅱ・演習,Y003031010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.163461
Y003031010.json,アルゴリズムとデータ構造Ⅱ・演習,Y003031010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.163473
Y003031010.json,アルゴリズムとデータ構造Ⅱ・演習,Y003031010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.163486
Y003031010.json,アルゴリズムとデータ構造Ⅱ・演習,Y003031010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.163500
Y003031010.json,アルゴリズムとデータ構造Ⅱ・演習,Y003031010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.163512
Y003031010.json,アルゴリズムとデータ構造Ⅱ・演習,Y003031010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.163524
Y003032010.json,微分方程式とフーリエ変換,Y003032010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.169790
Y003032010.json,微分方程式とフーリエ変換,Y003032010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.169815
Y003033010.json,電子情報通信実験Ⅱ,Y003033010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.176829
Y003033010.json,電子情報通信実験Ⅱ,Y003033010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.176858
Y003033020.json,電子情報通信実験Ⅱ,Y003033020,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.184171
Y003033020.json,電子情報通信実験Ⅱ,Y003033020,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.184195
Y003034010.json,特別講義,Y003034010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.190017
Y003034010.json,特別講義,Y003034010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.190038
Y003035010.json,電子物性,Y003035010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.195293
Y003035010.json,電子物性,Y003035010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.195324
Y003035010.json,電子物性,Y003035010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.195338
Y003035010.json,電子物性,Y003035010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.195350
Y003035010.json,電子物性,Y003035010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.195362
Y003035010.json,電子物性,Y003035010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.195373
Y003035010.json,電子物性,Y003035010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.195384
Y003035010.json,電子物性,Y003035010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.195395
Y003036010.json,半導体デバイス工学,Y003036010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.201880
Y003036010.json,半導体デバイス工学,Y003036010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.201904
Y003036010.json,半導体デバイス工学,Y003036010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.201914
Y003036010.json,半導体デバイス工学,Y003036010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.201921
Y003036010.json,半導体デバイス工学,Y003036010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.201929
Y003036010.json,半導体デバイス工学,Y003036010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.201936
Y003036010.json,半導体デバイス工学,Y003036010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.201943
Y003036010.json,半導体デバイス工学,Y003036010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.201950
Y003037010.json,統計的機械学習,Y003037010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.207738
Y003037010.json,統計的機械学習,Y003037010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.207762
Y003037010.json,統計的機械学習,Y003037010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.207771
Y003037010.json,統計的機械学習,Y003037010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.207779
Y003037010.json,統計的機械学習,Y003037010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.207787
Y003037010.json,統計的機械学習,Y003037010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.207795
Y003037010.json,統計的機械学習,Y003037010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.207802
Y003037010.json,統計的機械学習,Y003037010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.207809
Y003038010.json,認知科学,Y003038010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.215604
Y003038010.json,認知科学,Y003038010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.215650
Y003038010.json,認知科学,Y003038010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.215659
Y003038010.json,認知科学,Y003038010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.215704
Y003038010.json,認知科学,Y003038010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.215715
Y003038010.json,認知科学,Y003038010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.215723
Y003038010.json,認知科学,Y003038010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.215731
Y003038010.json,認知科学,Y003038010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.215738
Y003039010.json,光デバイス,Y003039010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.223394
Y003039010.json,光デバイス,Y003039010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.223420
Y003039010.json,光デバイス,Y003039010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.223429
Y003039010.json,光デバイス,Y003039010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.223437
Y003039010.json,光デバイス,Y003039010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.223444
Y003039010.json,光デバイス,Y003039010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.223451
Y003039010.json,光デバイス,Y003039010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.223458
Y003039010.json,光デバイス,Y003039010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.223465
Y003040010.json,ナノエレクトロニクス工学,Y003040010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.233541
Y003040010.json,ナノエレクトロニクス工学,Y003040010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.233570
Y003040010.json,ナノエレクトロニクス工学,Y003040010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.233580
Y003040010.json,ナノエレクトロニクス工学,Y003040010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.233588
Y003040010.json,ナノエレクトロニクス工学,Y003040010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.233596
Y003040010.json,ナノエレクトロニクス工学,Y003040010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.233604
Y003040010.json,ナノエレクトロニクス工学,Y003040010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.233611
Y003040010.json,ナノエレクトロニクス工学,Y003040010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.233624
Y003041010.json,高周波電子回路,Y003041010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.239911
Y003041010.json,高周波電子回路,Y003041010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.239937
Y003041010.json,高周波電子回路,Y003041010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.239946
Y003041010.json,高周波電子回路,Y003041010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.239954
Y003041010.json,高周波電子回路,Y003041010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.239962
Y003041010.json,高周波電子回路,Y003041010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.239970
Y003041010.json,高周波電子回路,Y003041010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.239977
Y003041010.json,高周波電子回路,Y003041010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.239984
Y003042010.json,伝送線路,Y003042010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.245878
Y003042010.json,伝送線路,Y003042010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.245902
Y003042010.json,伝送線路,Y003042010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.245911
Y003042010.json,伝送線路,Y003042010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.245919
Y003042010.json,伝送線路,Y003042010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.245927
Y003042010.json,伝送線路,Y003042010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.245935
Y003042010.json,伝送線路,Y003042010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.245943
Y003042010.json,伝送線路,Y003042010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.245950
Y003043010.json,組込みシステム,Y003043010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.251291
Y003043010.json,組込みシステム,Y003043010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.251312
Y003043010.json,組込みシステム,Y003043010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.251328
Y003043010.json,組込みシステム,Y003043010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.251337
Y003043010.json,組込みシステム,Y003043010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.251345
Y003043010.json,組込みシステム,Y003043010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.251353
Y003043010.json,組込みシステム,Y003043010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.251360
Y003043010.json,組込みシステム,Y003043010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.251368
Y003044010.json,群知能,Y003044010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.261215
Y003044010.json,群知能,Y003044010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.261241
Y003044010.json,群知能,Y003044010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.261251
Y003044010.json,群知能,Y003044010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.261260
Y003044010.json,群知能,Y003044010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.261268
Y003044010.json,群知能,Y003044010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.261280
Y003044010.json,群知能,Y003044010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.261288
Y003044010.json,群知能,Y003044010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.261295
Y003045010.json,画像情報処理,Y003045010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.266967
Y003045010.json,画像情報処理,Y003045010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.266987
Y003045010.json,画像情報処理,Y003045010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.266996
Y003045010.json,画像情報処理,Y003045010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.267004
Y003045010.json,画像情報処理,Y003045010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.267012
Y003045010.json,画像情報処理,Y003045010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.267020
Y003045010.json,画像情報処理,Y003045010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.267033
Y003045010.json,画像情報処理,Y003045010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.267040
Y003046010.json,データサイエンス,Y003046010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.272380
Y003046010.json,データサイエンス,Y003046010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.272411
Y003046010.json,データサイエンス,Y003046010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.272425
Y003046010.json,データサイエンス,Y003046010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.272438
Y003046010.json,データサイエンス,Y003046010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.272450
Y003046010.json,データサイエンス,Y003046010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.272462
Y003046010.json,データサイエンス,Y003046010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.272474
Y003046010.json,データサイエンス,Y003046010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.272484
Y003047010.json,電子材料,Y003047010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.289318
Y003047010.json,電子材料,Y003047010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.289348
Y003047010.json,電子材料,Y003047010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.289359
Y003047010.json,電子材料,Y003047010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.289367
Y003047010.json,電子材料,Y003047010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.289375
Y003047010.json,電子材料,Y003047010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:20:12.289382
Y003047010.json,電子材料,Y003047010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:20:12.289389
Y003047010.json,電子材料,Y003047010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:20:12.289396
Y003048010.json,知能ロボット,Y003048010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:20:12.296341
Y003048010.json,知能ロボット,Y003048010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:20:12.296385
Y003048010.json,知能ロボット,Y003048010,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:20:12.296413
Y003048010.json,知能ロボット,Y003048010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:20:12.296453
Y003048010.json,知能ロボット,Y003048010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:20:12.296473
