エラータイプ,エラー内容
処理エラー,科目コード Y760000106: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000111: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000113: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000123: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000125: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000128: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000134: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000135: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000136: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000137: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000218: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000219: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000405: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000406: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000407: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000408: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000411: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000412: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000413: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000414: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000415: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000416: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000450: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000451: エラーが発生しました: cannot unpack non-iterable bool object
最終エラー,通常の講義セッション情報が見つかりませんでした
