エラータイプ,エラー内容
処理エラー,科目コード Y001042010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001045010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001046010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001048010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001049010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001050010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001051010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001052010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001054010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001055010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y001056010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002010010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002011010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002012010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002013010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002014010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002015010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002016010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002017010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002018010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002019010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002020010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002021010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002022010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002023010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002024010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002025010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002026010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002028010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002029010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002030010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002031010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002032010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002033010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002035010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002036020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002037010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y002038010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003008010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003010010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003011010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003013010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003014010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003015010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003016010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003017010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003018010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003019010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003020010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003021010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003022010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003022020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003023010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003025010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003026010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003027010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003029010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003030010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003031010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003032010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003033010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003033020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003036010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003037010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003038010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003039010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003040010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003041010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003042010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003043010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003044010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003045010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003046010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003048010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003049010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003051010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003052010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003053010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003054010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003055010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003056010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003057010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003058010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003059010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003061010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003063010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003064010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y003067010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004008010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004010010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004011010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004012010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004013010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004014010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004016010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004017010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004018010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004019010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004020010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004021010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004023010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004024010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004025010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004026010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004027010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004028010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004029010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004030010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004031010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004032010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004035010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004036010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004037010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004038010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004039010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004040010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004041010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004044010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004045010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004046010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004047010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004048010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004049010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004050010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004051010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004052010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004053010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004054010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004055010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004056010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004057010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004057020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004058010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004059010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004060010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004061010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004062010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004063010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004064010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004065010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004066010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004067010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004068010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004069010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004070010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004071010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004072010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004073010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004074010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004075010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004076010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004077010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004078010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004079010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004080010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004081010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004083010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004084010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004085010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004086010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004087010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004088010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004092010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y004093010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005008010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005010010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005011010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005012010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005013010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005014010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005015010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005016010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005017010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005018010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005019010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005020010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005021010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005022010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005023010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005024010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005025010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005026010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005027010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005029010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005030010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005031010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005032010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005033010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005034010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005035010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005036010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005037010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005038010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005039010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005040010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005041010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005042010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005043010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005044010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005045010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005046010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005047010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005048010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005049010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005050010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005051010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005053010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005054010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005055010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005056010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005057010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005058010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005059010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005060010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005061010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005062010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005063010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005064010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005065010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005066010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005067010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005068010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005069010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005070010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005071010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005072010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005073010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005074010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005075010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005076010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005077010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005078010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079040: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079070: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079080: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079100: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005079130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080390: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080400: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080420: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080430: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080440: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080450: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080460: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080470: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080480: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080490: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005080500: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081100: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005081130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082430: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082480: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082490: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082500: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082520: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y005082540: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006008010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006011010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006012010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006013010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006014010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006015010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006016010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006017010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006018010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006019010: エラーが発生しました: cannot unpack non-iterable bool object
